"schoolid","schoolname","calendaryear","academicyear","totaljd1attrition","totaljd2attrition","totaljd3attrition","totaljd4attrition","jd1acadattrition","jd2acadattrition","jd3acadattrition","jd4acadattrition","jd1transattrition","jd2transattrition","jd3transattrition","jd4transattrition","jd1otherattrition","jd2otherattrition","jd3otherattrition","jd4otherattrition","pctjd1attrition","pctjd2attrition","pctjd3attrition","pctjd4attrition","jd1nontransamindianmen","jd1nontransamindianwomen","jd1nontransamindianother","jd1nontransamindian","jd1nontransasianmen","jd1nontransasianwomen","jd1nontransasianother","jd1nontransasian","jd1nontransblackmen","jd1nontransblackwomen","jd1nontransblackother","jd1nontransblack","jd1nontranshispanicmen","jd1nontranshispanicwomen","jd1nontranshispanicother","jd1nontranshispanic","jd1nontransminoritymen","jd1nontransminoritywomen","jd1nontransminorityother","jd1nontransminority","jd1nontransnathawmen","jd1nontransnathawwomen","jd1nontransnathawother","jd1nontransnathaw","jd1nontransnonresalienmen","jd1nontransnonresalienwomen","jd1nontransnonresalienother","jd1nontransnonresalien","jd1nontranstwormoremen","jd1nontranstwormorewomen","jd1nontranstwormoreother","jd1nontranstwormore","jd1nontransunknownmen","jd1nontransunknownwomen","jd1nontransunknownother","jd1nontransunknown","jd1nontranswhitemen","jd1nontranswhitewomen","jd1nontranswhite","jd1nontranswhiteother","jd1nontransmen","jd1nontranswomen","jd1nontransother","jd1nontransattrition","jd2nontransamindianmen","jd2nontransamindianwomen","jd2nontransamindianother","jd2nontransamindian","jd2nontransasianmen","jd2nontransasianwomen","jd2nontransasianother","jd2nontransasian","jd2nontransblackmen","jd2nontransblackwomen","jd2nontransblackother","jd2nontransblack","jd2nontranshispanicmen","jd2nontranshispanicwomen","jd2nontranshispanicother","jd2nontranshispanic","jd2nontransminoritymen","jd2nontransminoritywomen","jd2nontransminorityother","jd2nontransminority","jd2nontransnathawmen","jd2nontransnathawwomen","jd2nontransnathawother","jd2nontransnathaw","jd2nontransnonresalienmen","jd2nontransnonresalienwomen","jd2nontransnonresalienother","jd2nontransnonresalien","jd2nontranstwormoremen","jd2nontranstwormorewomen","jd2nontranstwormoreother","jd2nontranstwormore","jd2nontransunknownmen","jd2nontransunknownwomen","jd2nontransunknownother","jd2nontransunknown","jd2nontranswhitemen","jd2nontranswhitewomen","jd2nontranswhiteother","jd2nontranswhite","jd2nontransmen","jd2nontranswomen","jd2nontransother","jd2nontransattrition","jd3nontransamindianmen","jd3nontransamindianwomen","jd3nontransamindianother","jd3nontransamindian","jd3nontransasianmen","jd3nontransasianwomen","jd3nontransasianother","jd3nontransasian","jd3nontransblackmen","jd3nontransblackwomen","jd3nontransblackother","jd3nontransblack","jd3nontranshispanicmen","jd3nontranshispanicwomen","jd3nontranshispanicother","jd3nontranshispanic","jd3nontransminoritymen","jd3nontransminoritywomen","jd3nontransminorityother","jd3nontransminority","jd3nontransnathawmen","jd3nontransnathawwomen","jd3nontransnathawother","jd3nontransnathaw","jd3nontransnonresalienmen","jd3nontransnonresalienwomen","jd3nontransnonresalienother","jd3nontransnonresalien","jd3nontranstwormoremen","jd3nontranstwormorewomen","jd3nontranstwormoreother","jd3nontranstwormore","jd3nontransunknownmen","jd3nontransunknownwomen","jd3nontransunknownother","jd3nontransunknown","jd3nontranswhitemen","jd3nontranswhitewomen","jd3nontranswhiteother","jd3nontranswhite","jd3nontransmen","jd3nontranswomen","jd3nontransother","jd3nontransattrition","pctjd1nontransattrition","pctjd1transattrition","pctjdattrition_3_4","pctjdnontransattrition_2_3","jd1acadamindian","jd1acadamindianmen","jd1acadamindianother","jd1acadamindianwomen","jd1acadasian","jd1acadasianmen","jd1acadasianother","jd1acadasianwomen","jd1acadblack","jd1acadblackmen","jd1acadblackother","jd1acadblackwomen","jd1acadhispanic","jd1acadhispanicmen","jd1acadhispanicother","jd1acadhispanicwomen","jd1acadmen","jd1acadminority","jd1acadminoritymen","jd1acadminorityother","jd1acadminoritywomen","jd1acadnathaw","jd1acadnathawmen","jd1acadnathawother","jd1acadnathawwomen","jd1acadnonresalien","jd1acadnonresalienmen","jd1acadnonresalienother","jd1acadnonresalienwomen","jd1acadother","jd1acadtwormore","jd1acadtwormoremen","jd1acadtwormoreother","jd1acadtwormorewomen","jd1acadunknown","jd1acadunknownmen","jd1acadunknownother","jd1acadunknownwomen","jd1acadwhite","jd1acadwhitemen","jd1acadwhiteother","jd1acadwhitewomen","jd1acadwomen","jd1otheramindian","jd1otheramindianmen","jd1otheramindianother","jd1otheramindianwomen","jd1otherasian","jd1otherasianmen","jd1otherasianother","jd1otherasianwomen","jd1otherblack","jd1otherblackmen","jd1otherblackother","jd1otherblackwomen","jd1otherhispanic","jd1otherhispanicmen","jd1otherhispanicother","jd1otherhispanicwomen","jd1othermen","jd1otherminority","jd1otherminoritymen","jd1otherminorityother","jd1otherminoritywomen","jd1othernathaw","jd1othernathawmen","jd1othernathawother","jd1othernathawwomen","jd1othernonresalien","jd1othernonresalienmen","jd1othernonresalienother","jd1othernonresalienwomen","jd1otherother","jd1othertwormore","jd1othertwormoremen","jd1othertwormoreother","jd1othertwormorewomen","jd1otherunknown","jd1otherunknownmen","jd1otherunknownother","jd1otherunknownwomen","jd1otherwhite","jd1otherwhitemen","jd1otherwhiteother","jd1otherwhitewomen","jd1otherwomen","jd2acadamindian","jd2acadamindianmen","jd2acadamindianother","jd2acadamindianwomen","jd2acadasian","jd2acadasianmen","jd2acadasianother","jd2acadasianwomen","jd2acadblack","jd2acadblackmen","jd2acadblackother","jd2acadblackwomen","jd2acadhispanic","jd2acadhispanicmen","jd2acadhispanicother","jd2acadhispanicwomen","jd2acadmen","jd2acadminority","jd2acadminoritymen","jd2acadminorityother","jd2acadminoritywomen","jd2acadnathaw","jd2acadnathawmen","jd2acadnathawother","jd2acadnathawwomen","jd2acadnonresalien","jd2acadnonresalienmen","jd2acadnonresalienother","jd2acadnonresalienwomen","jd2acadother","jd2acadtwormore","jd2acadtwormoremen","jd2acadtwormoreother","jd2acadtwormorewomen","jd2acadunknown","jd2acadunknownmen","jd2acadunknownother","jd2acadunknownwomen","jd2acadwhite","jd2acadwhitemen","jd2acadwhiteother","jd2acadwhitewomen","jd2acadwomen","jd2otheramindian","jd2otheramindianmen","jd2otheramindianother","jd2otheramindianwomen","jd2otherasian","jd2otherasianmen","jd2otherasianother","jd2otherasianwomen","jd2otherblack","jd2otherblackmen","jd2otherblackother","jd2otherblackwomen","jd2otherhispanic","jd2otherhispanicmen","jd2otherhispanicother","jd2otherhispanicwomen","jd2othermen","jd2otherminority","jd2otherminoritymen","jd2otherminorityother","jd2otherminoritywomen","jd2othernathaw","jd2othernathawmen","jd2othernathawother","jd2othernathawwomen","jd2othernonresalien","jd2othernonresalienmen","jd2othernonresalienother","jd2othernonresalienwomen","jd2otherother","jd2othertwormore","jd2othertwormoremen","jd2othertwormoreother","jd2othertwormorewomen","jd2otherunknown","jd2otherunknownmen","jd2otherunknownother","jd2otherunknownwomen","jd2otherwhite","jd2otherwhitemen","jd2otherwhiteother","jd2otherwhitewomen","jd2otherwomen","jd3acadamindian","jd3acadamindianmen","jd3acadamindianother","jd3acadamindianwomen","jd3acadasian","jd3acadasianmen","jd3acadasianother","jd3acadasianwomen","jd3acadblack","jd3acadblackmen","jd3acadblackother","jd3acadblackwomen","jd3acadhispanic","jd3acadhispanicmen","jd3acadhispanicother","jd3acadhispanicwomen","jd3acadmen","jd3acadminority","jd3acadminoritymen","jd3acadminorityother","jd3acadminoritywomen","jd3acadnathaw","jd3acadnathawmen","jd3acadnathawother","jd3acadnathawwomen","jd3acadnonresalien","jd3acadnonresalienother","jd3acadnonresalienwomen","jd3acadother","jd3acadtwormore","jd3acadtwormoremen","jd3acadtwormoreother","jd3acadtwormorewomen","jd3acadunknown","jd3acadunknownmen","jd3acadunknownother","jd3acadunknownwomen","jd3acadwhite","jd3acadwhitemen","jd3acadwhiteother","jd3acadwhitewomen","jd3acadwomen","jd3acadnonresalienmen","jd3otheramindian","jd3otheramindianmen","jd3otheramindianother","jd3otheramindianwomen","jd3otherasian","jd3otherasianmen","jd3otherasianother","jd3otherasianwomen","jd3otherblack","jd3otherblackmen","jd3otherblackother","jd3otherblackwomen","jd3otherhispanic","jd3otherhispanicmen","jd3otherhispanicother","jd3otherhispanicwomen","jd3othermen","jd3otherminority","jd3otherminoritymen","jd3otherminorityother","jd3otherminoritywomen","jd3othernathaw","jd3othernathawmen","jd3othernathawother","jd3othernathawwomen","jd3othernonresalien","jd3othernonresalienmen","jd3othernonresalienother","jd3othernonresalienwomen","jd3otherother","jd3othertwormore","jd3othertwormoremen","jd3othertwormoreother","jd3othertwormorewomen","jd3otherunknown","jd3otherunknownmen","jd3otherunknownother","jd3otherunknownwomen","jd3otherwhite","jd3otherwhitemen","jd3otherwhiteother","jd3otherwhitewomen","jd3otherwomen","jd4acadamindian","jd4acadamindianmen","jd4acadamindianother","jd4acadamindianwomen","jd4acadasian","jd4acadasianmen","jd4acadasianother","jd4acadasianwomen","jd4acadblack","jd4acadblackmen","jd4acadblackother","jd4acadblackwomen","jd4acadhispanic","jd4acadhispanicmen","jd4acadhispanicother","jd4acadhispanicwomen","jd4acadmen","jd4acadminority","jd4acadminoritymen","jd4acadminorityother","jd4acadminoritywomen","jd4acadnathaw","jd4acadnathawmen","jd4acadnathawother","jd4acadnathawwomen","jd4acadnonresalien","jd4acadnonresalienmen","jd4acadnonresalienother","jd4acadnonresalienwomen","jd4acadother","jd4acadtwormore","jd4acadtwormoremen","jd4acadtwormoreother","jd4acadtwormorewomen","jd4acadunknown","jd4acadunknownmen","jd4acadunknownother","jd4acadunknownwomen","jd4acadwhite","jd4acadwhitemen","jd4acadwhiteother","jd4acadwhitewomen","jd4acadwomen","jd4otheramindian","jd4otheramindianmen","jd4otheramindianother","jd4otheramindianwomen","jd4otherasian","jd4otherasianmen","jd4otherasianother","jd4otherasianwomen","jd4otherblack","jd4otherblackmen","jd4otherblackother","jd4otherblackwomen","jd4otherhispanic","jd4otherhispanicmen","jd4otherhispanicother","jd4otherhispanicwomen","jd4othermen","jd4otherminority","jd4otherminoritymen","jd4otherminorityother","jd4otherminoritywomen","jd4othernathaw","jd4othernathawmen","jd4othernathawother","jd4othernathawwomen","jd4othernonresalien","jd4othernonresalienmen","jd4othernonresalienother","jd4othernonresalienwomen","jd4otherother","jd4othertwormore","jd4othertwormoremen","jd4othertwormoreother","jd4othertwormorewomen","jd4otherunknown","jd4otherunknownmen","jd4otherunknownother","jd4otherunknownwomen","jd4otherwhite","jd4otherwhitemen","jd4otherwhiteother","jd4otherwhitewomen","jd4otherwomen","pctjd1acadamindian","pctjd1acadasian","pctjd1acadattrition","pctjd1acadblack","pctjd1acadhispanic","pctjd1acadminority","pctjd1acadnathaw","pctjd1acadnonresalien","pctjd1acadtwoormore","pctjd1acadunknown","pctjd1acadwhite","pctjd1otheramindian","pctjd1otherasian","pctjd1otherattrition","pctjd1otherblack","pctjd1otherhispanic","pctjd1otherminority","pctjd1othernathaw","pctjd1othernonresalien","pctjd1othertwoormore","pctjd1otherunknown","pctjd1otherwhite","pctulacadamindian","pctulacadasian","pctulacadattrition","pctulacadblack","pctulacadhispanic","pctulacadminority","pctulacadnathaw","pctulacadnonresalien","pctulacadtwoormore","pctulacadunknown","pctulacadwhite","pctulotheramindian","pctulotherasian","pctulotherattrition","pctulotherblack","pctulotherhispanic","pctulotherminority","pctulothernathaw","pctulothernonresalien","pctulothertwoormore","pctulotherunknown","pctulotherwhite"
"00241501","Mississippi College","2013","2012","17","4","0","0","7","0","0","0","","","","","10","4","0","0","0.108000","0.021000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00241501","Mississippi College","2014","2013","20","3","0","0","7","1","0","0","4","0","0","0","9","2","0","0","0.121000","0.021000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.024000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00241501","Mississippi College","2015","2014","30","2","0","0","10","1","0","0","6","1","0","0","14","0","0","0","0.191000","0.014000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.038000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00241501","Mississippi College","2016","2015","17","1","0","0","10","0","0","0","4","0","0","0","3","1","0","0","0.139000","0.008000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.033000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00241501","Mississippi College","2017","2016","19","","","","","","","","2","","","","","","","","0.141000","","","","0","0","0","0","0","0","0","0","1","2","0","3","0","0","0","0","1","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","5","1","6","0","14","3","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.126000","0.015000","","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00241501","Mississippi College","2018","2017","","","","","8","0","0","0","6","","","","3","0","0","0","0.130000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.046000","","","0","0","0","0","0","0","0","0","3","1","0","2","1","0","0","1","4","5","1","0","4","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","2","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.061000","0.167000","0.200000","0.161000","0.000000","0.000000","0.167000","0.071000","0.023000","0.000000","0.000000","0.023000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.034000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000"
"00241501","Mississippi College","2019","2018","","","","","11","0","0","0","6","","","","6","0","1","0","0.184000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.048000","","","0","0","0","0","0","0","0","0","5","1","0","4","0","0","0","0","7","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","0","3","3","0","0","4","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","6","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.087000","0.227000","0.000000","0.172000","0.000000","0.000000","0.000000","0.125000","0.041000","0.000000","0.000000","0.047000","0.045000","0.000000","0.069000","0.000000","0.000000","0.000000","0.000000","0.054000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.004000","0.000000","0.000000","0.000000","0.000000","0.000000","0.000000","0.029000","0.000000"
"00244000","University of Mississippi","2011","2010","6","12","1","0","2","1","0","0","","","","","4","11","1","0","0.030000","0.073000","0.007000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.007000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00244000","University of Mississippi","2012","2011","9","0","0","0","3","0","0","0","","","","","6","0","0","0","0.051000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00244000","University of Mississippi","2013","2012","10","0","0","0","2","0","0","0","","","","","8","0","0","0","0.064000","0.000000","0.000000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"00244000","University of Mississippi","2014","2013","6","2","2","0","5","0","1","0","1","0","0","0","0","2","1","0","0.052000","0.014000","0.011000","0.000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.009000","0.011000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
